schoolId,name,level,branch,kessStatus,schoolinfoRawTotal,instructors,nativeInstructorSubset,normalized,regular,fixedTerm,kess,kessRegular,kessFixedTerm,status,evidenceFile
kedi:232021450,인천안남초등학교,elem,False,기존(원)교,26,0,0,26,23,3,26,23,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021451,인천안산초등학교,elem,False,기존(원)교,24,0,0,24,22,2,24,22,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021452,인천양촌초등학교,elem,False,기존(원)교,19,0,0,19,18,1,19,18,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021453,인천작동초등학교,elem,False,기존(원)교,34,0,0,34,31,3,34,31,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021454,인천작전초등학교,elem,False,기존(원)교,25,0,0,25,23,2,25,23,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021455,인천해서초등학교,elem,False,기존(원)교,18,0,0,18,16,2,18,16,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021456,인천화전초등학교,elem,False,기존(원)교,49,0,0,49,43,6,49,43,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021457,인천효성남초등학교,elem,False,기존(원)교,40,0,0,40,36,4,40,36,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021458,인천효성동초등학교,elem,False,기존(원)교,37,1,0,36,33,3,36,33,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021459,인천효성서초등학교,elem,False,기존(원)교,27,0,0,27,26,1,27,26,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021460,인천십정초등학교,elem,False,기존(원)교,24,0,0,24,21,3,24,21,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021461,경인교육대학교부설초등학교,elem,False,기존(원)교,34,0,0,34,33,1,34,33,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021462,인천효성초등학교,elem,False,기존(원)교,23,0,0,23,22,1,23,22,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021476,인천일신초등학교,elem,False,기존(원)교,25,0,0,25,23,2,25,23,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021516,인천청천초등학교,elem,False,기존(원)교,75,0,0,75,67,8,75,67,8,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021524,인천하정초등학교,elem,False,기존(원)교,35,0,0,35,30,5,35,30,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021528,인천한길초등학교,elem,False,기존(원)교,35,0,0,35,29,6,35,29,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021557,인천후정초등학교,elem,False,기존(원)교,24,0,0,24,22,2,24,22,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021558,인천굴포초등학교,elem,False,기존(원)교,40,0,0,40,37,3,40,37,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021559,인천진산초등학교,elem,False,기존(원)교,24,0,0,24,20,4,24,20,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021601,인천영선초등학교,elem,False,기존(원)교,40,0,0,40,36,4,40,36,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021602,인천금마초등학교,elem,False,기존(원)교,25,0,0,25,21,4,25,21,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232021900,한일초등학교,elem,False,기존(원)교,18,1,0,17,14,3,17,14,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031017,구산중학교,mid,False,기존(원)교,56,0,0,56,45,11,56,45,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031021,인천상정중학교,mid,False,기존(원)교,36,0,0,36,25,11,36,25,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031164,갈산중학교,mid,False,기존(원)교,34,1,0,33,26,7,33,26,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031228,동암중학교,mid,False,기존(원)교,33,0,0,33,24,9,33,24,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031260,부광중학교,mid,False,기존(원)교,44,0,0,44,35,9,44,35,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031276,부원중학교,mid,False,기존(원)교,55,0,0,55,41,14,55,41,14,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031284,부원여자중학교,mid,False,기존(원)교,61,1,0,60,47,13,60,47,13,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031292,부일중학교,mid,False,기존(원)교,35,0,0,35,29,6,35,29,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031308,인천동수중학교,mid,False,기존(원)교,39,0,0,39,30,9,39,30,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031324,부평중학교,mid,False,기존(원)교,31,0,0,31,26,5,31,26,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031356,부평서중학교,mid,False,기존(원)교,28,0,0,28,18,10,28,18,10,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031372,부평서여자중학교,mid,False,기존(원)교,31,0,0,31,25,6,31,25,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031388,부평여자중학교,mid,False,기존(원)교,36,0,0,36,27,9,36,27,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031404,부흥중학교,mid,False,기존(원)교,35,0,0,35,28,7,35,28,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031436,산곡중학교,mid,False,기존(원)교,31,0,0,31,24,7,31,24,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031452,산곡남중학교,mid,False,기존(원)교,56,0,0,56,42,14,56,42,14,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031463,계산여자중학교,mid,False,기존(원)교,35,0,0,35,25,10,35,25,10,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031464,계산중학교,mid,False,기존(원)교,37,1,0,36,30,6,36,30,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031465,계양중학교,mid,False,기존(원)교,37,0,0,37,30,7,37,30,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031466,명현중학교,mid,False,기존(원)교,43,0,0,43,32,11,43,32,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031467,북인천여자중학교,mid,False,기존(원)교,33,0,0,33,26,7,33,26,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031468,산곡여자중학교,mid,False,기존(원)교,62,0,0,62,45,17,62,45,17,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-004.json
kedi:232031469,북인천중학교,mid,False,기존(원)교,28,0,0,28,21,7,28,21,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031470,서운중학교,mid,False,기존(원)교,50,0,0,50,43,7,50,43,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031471,인천계수중학교,mid,False,기존(원)교,61,1,0,60,48,12,60,48,12,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031472,인천동양중학교,mid,False,기존(원)교,39,1,0,38,28,10,38,28,10,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031473,인천안남중학교,mid,False,기존(원)교,28,0,0,28,22,6,28,22,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031474,인천양촌중학교,mid,False,기존(원)교,28,1,0,27,18,9,27,18,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031475,인천예일중학교,mid,False,기존(원)교,31,2,0,29,18,11,29,18,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031476,인천효성중학교,mid,False,기존(원)교,30,0,0,30,27,3,30,27,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031477,임학중학교,mid,False,기존(원)교,32,0,0,32,25,7,32,25,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031478,작전중학교,mid,False,기존(원)교,33,0,0,33,26,7,33,26,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031548,청천중학교,mid,False,기존(원)교,46,0,0,46,34,12,46,34,12,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031549,삼산중학교,mid,False,기존(원)교,62,0,0,62,51,11,62,51,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031550,진산중학교,mid,False,기존(원)교,62,0,0,62,47,15,62,47,15,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:232031776,부평동중학교,mid,False,기존(원)교,30,0,0,30,25,5,30,25,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021110,인천첨단초등학교,elem,False,기존(원)교,92,1,0,91,82,9,91,82,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021111,인천예송초등학교,elem,False,기존(원)교,73,0,0,73,64,9,73,64,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021115,인천간석초등학교,elem,False,기존(원)교,35,0,0,35,34,1,35,34,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021133,인천장서초등학교,elem,False,기존(원)교,80,0,0,80,73,7,80,73,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021134,인천송일초등학교,elem,False,기존(원)교,62,0,0,62,55,7,62,55,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021135,인천연송초등학교,elem,False,기존(원)교,70,0,0,70,64,6,70,64,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021145,인천구월초등학교,elem,False,기존(원)교,30,0,0,30,29,1,30,29,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021154,인천송빛초등학교,elem,False,기존(원)교,71,0,0,71,61,10,71,61,10,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021160,인천구월서초등학교,elem,False,기존(원)교,55,0,0,55,53,2,55,53,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021175,인천남동초등학교,elem,False,기존(원)교,28,0,0,28,25,3,28,25,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021179,인천남촌초등학교,elem,False,기존(원)교,28,0,0,28,27,1,28,27,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021183,인천논곡초등학교,elem,False,기존(원)교,40,0,0,40,36,4,40,36,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021186,인천현송초등학교,elem,False,기존(원)교,50,0,0,50,46,4,50,46,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021198,인천능허대초등학교,elem,False,기존(원)교,41,0,0,41,37,4,41,37,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021205,인천담방초등학교,elem,False,기존(원)교,27,0,0,27,24,3,27,24,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021220,인천도림초등학교,elem,False,기존(원)교,27,0,0,27,24,3,27,24,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021235,인천동막초등학교,elem,False,기존(원)교,28,0,0,28,23,5,28,23,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021246,인천명선초등학교,elem,False,기존(원)교,59,2,0,57,52,5,57,52,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021247,인천송원초등학교,elem,False,기존(원)교,52,0,0,52,47,5,52,47,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021248,인천한빛초등학교,elem,False,기존(원)교,51,1,0,50,45,5,50,45,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021250,인천동부초등학교,elem,False,기존(원)교,33,0,0,33,29,4,33,29,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021265,인천동춘초등학교,elem,False,기존(원)교,41,0,0,41,38,3,41,38,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021280,인천만수초등학교,elem,False,기존(원)교,23,0,0,23,20,3,23,20,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021295,인천만수북초등학교,elem,False,기존(원)교,41,0,0,41,37,4,41,37,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021300,인천사리울초등학교,elem,False,기존(원)교,34,1,0,33,28,5,33,28,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021301,인천송천초등학교,elem,False,기존(원)교,26,0,0,26,24,2,26,24,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021302,인천신정초등학교,elem,False,기존(원)교,76,0,0,76,72,4,76,72,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021303,인천원동초등학교,elem,False,기존(원)교,46,0,0,46,43,3,46,43,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021310,인천만월초등학교,elem,False,기존(원)교,53,0,0,53,49,4,53,49,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021325,인천문남초등학교,elem,False,기존(원)교,41,0,0,41,38,3,41,38,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021340,상인천초등학교,elem,False,기존(원)교,33,1,0,32,29,3,32,29,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021355,인천서면초등학교,elem,False,기존(원)교,33,0,0,33,26,7,33,26,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021370,인천석정초등학교,elem,False,기존(원)교,47,0,0,47,42,5,47,42,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021385,인천석천초등학교,elem,False,기존(원)교,61,0,0,61,54,7,61,54,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021400,인천선학초등학교,elem,False,기존(원)교,47,0,0,47,44,3,47,44,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021408,인천성리초등학교,elem,False,기존(원)교,34,0,0,34,32,2,34,32,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021412,인천소래초등학교,elem,False,기존(원)교,35,0,0,35,31,4,35,31,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021415,인천송도초등학교,elem,False,기존(원)교,28,0,0,28,25,3,28,25,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021423,인천약산초등학교,elem,False,기존(원)교,50,0,0,50,47,3,50,47,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021430,인천연성초등학교,elem,False,기존(원)교,39,0,0,39,36,3,39,36,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021445,인천연수초등학교,elem,False,기존(원)교,29,0,0,29,25,4,29,25,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021460,인천연화초등학교,elem,False,기존(원)교,42,1,0,41,37,4,41,37,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021475,인천옥련초등학교,elem,False,기존(원)교,51,0,0,51,48,3,51,48,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021483,인천인동초등학교,elem,False,기존(원)교,45,0,0,45,40,5,45,40,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021490,인천인수초등학교,elem,False,기존(원)교,28,0,0,28,22,6,28,22,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021505,인천장수초등학교,elem,False,기존(원)교,15,0,0,15,13,2,15,13,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021506,인천장아초등학교,elem,False,기존(원)교,64,0,0,64,59,5,64,59,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021520,인천조동초등학교,elem,False,기존(원)교,26,0,0,26,23,3,26,23,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021535,인천주원초등학교,elem,False,기존(원)교,24,0,0,24,23,1,24,23,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021536,인천먼우금초등학교,elem,False,기존(원)교,45,0,0,45,43,2,45,43,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021550,인천중앙초등학교,elem,False,기존(원)교,33,1,0,32,25,7,32,25,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021565,인천청량초등학교,elem,False,기존(원)교,27,0,0,27,26,1,27,26,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021580,인천청학초등학교,elem,False,기존(원)교,41,0,0,41,36,5,41,36,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021589,인천고잔초등학교,elem,False,기존(원)교,44,0,0,44,39,5,44,39,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021600,인천축현초등학교,elem,False,기존(원)교,25,0,0,25,24,1,25,24,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021601,인천신송초등학교,elem,False,기존(원)교,31,0,0,31,28,3,31,28,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021620,인천함박초등학교,elem,False,기존(원)교,39,0,0,39,35,4,39,35,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021621,인천신월초등학교,elem,False,기존(원)교,26,1,0,25,24,1,25,24,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021622,인천새말초등학교,elem,False,기존(원)교,28,0,0,28,24,4,28,24,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021624,인천서창초등학교,elem,False,기존(원)교,43,0,0,43,39,4,43,39,4,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021625,인천장도초등학교,elem,False,기존(원)교,23,0,0,23,21,2,23,21,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021626,인천동방초등학교,elem,False,기존(원)교,33,0,0,33,30,3,33,30,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021627,인천논현초등학교,elem,False,기존(원)교,36,0,0,36,33,3,36,33,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021628,인천은봉초등학교,elem,False,기존(원)교,28,0,0,28,25,3,28,25,3,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021629,인천정각초등학교,elem,False,기존(원)교,46,0,0,46,45,1,46,45,1,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021630,인천해송초등학교,elem,False,기존(원)교,34,0,0,34,29,5,34,29,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-005.json
kedi:233021631,인천상아초등학교,elem,False,기존(원)교,42,1,0,41,36,5,41,36,5,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233021632,인천송명초등학교,elem,False,기존(원)교,60,0,0,60,58,2,60,58,2,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233021633,인천미송초등학교,elem,False,기존(원)교,89,0,0,89,78,11,89,78,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233021634,인천은송초등학교,elem,False,기존(원)교,90,0,0,90,82,8,90,82,8,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233021664,인천송담초등학교,elem,False,기존(원)교,56,0,0,56,50,6,56,50,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233021800,인천박문초등학교,elem,False,기존(원)교,29,0,0,29,20,9,29,20,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031126,간석여자중학교,mid,False,기존(원)교,29,0,0,29,23,6,29,23,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031152,구월중학교,mid,False,기존(원)교,66,1,0,65,48,17,65,48,17,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031178,구월여자중학교,mid,False,기존(원)교,56,0,0,56,45,11,56,45,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031204,남동중학교,mid,False,기존(원)교,63,0,0,63,44,19,63,44,19,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031217,논곡중학교,mid,False,기존(원)교,30,0,0,30,23,7,30,23,7,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031230,동인천중학교,mid,False,기존(원)교,40,0,0,40,31,9,40,31,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031233,연성중학교,mid,False,기존(원)교,57,0,0,57,45,12,57,45,12,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031256,만성중학교,mid,False,기존(원)교,41,0,0,41,33,8,41,33,8,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031282,만수중학교,mid,False,기존(원)교,29,1,0,28,20,8,28,20,8,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031300,인천사리울중학교,mid,False,기존(원)교,48,0,0,48,36,12,48,36,12,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031301,인천신정중학교,mid,False,기존(원)교,74,0,0,74,56,18,74,56,18,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031308,만수북중학교,mid,False,기존(원)교,43,0,0,43,35,8,43,35,8,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031310,인천예송중학교,mid,False,기존(원)교,60,0,0,60,48,12,60,48,12,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031324,인천미송중학교,mid,False,기존(원)교,74,0,0,74,54,20,74,54,20,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031334,만수여자중학교,mid,False,기존(원)교,43,0,0,43,37,6,43,37,6,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031360,만월중학교,mid,False,기존(원)교,66,0,0,66,50,16,66,50,16,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031386,상인천중학교,mid,False,기존(원)교,38,0,0,38,30,8,38,30,8,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031412,상인천여자중학교,mid,False,기존(원)교,38,1,0,37,28,9,37,28,9,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031438,선학중학교,mid,False,기존(원)교,40,0,0,40,29,11,40,29,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031490,연수중학교,mid,False,기존(원)교,37,0,0,37,26,11,37,26,11,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
kedi:233031497,연화중학교,mid,False,기존(원)교,53,0,0,53,36,17,53,36,17,MATCH,docs\planning\incheon-v1\evidence\full-crosscheck-20260923\teacher-batch-006.json
